,genre_sorted,loud_start_diff,loud_max_diff,pitch_eucl_dist,timbre_eucl_dist,tempo_diff,loud_diff,energy_diff,dance_diff,valence_diff
0,Alt. Rock/Punk,1.0525300353379192,1.1817507034980324,0.761314135662124,56.070398073289915,0.1620000000000026,1.2859999999999991,0.03974999999999998,0.010499999999999995,0.06499999999999997
1,Electronic/EDM,3.8958447288713405,3.9638101371504693,0.6193248097057208,61.59637006884003,0.028250000000014097,4.364500000000001,0.08549999999999999,0.029500000000000026,0.014499999999999999
2,Hip Hop,1.1443040159815607,1.793864114038617,1.2232487292902026,132.0990934935005,0.22650000000000503,1.53025,0.060500000000000054,0.011750000000000066,0.01924999999999996
3,R&B/Soul,4.10654846962347,3.166676726726726,1.0218198591880276,106.41190027391193,16.8245,3.93025,0.13124999999999998,0.05274999999999995,0.0020000000000000295
4,Rock/Hard Rock,2.583773069696557,2.7372463639043163,0.6930348844564497,66.50665234944455,16.6375,2.60375,0.06900000000000002,0.06275000000000006,0.03275000000000005
