,decade,loud_start_diff,loud_max_diff,pitch_eucl_dist,timbre_eucl_dist,tempo_diff,loud_diff,energy_diff,dance_diff,valence_diff
0,1950,4.903986486486489,4.370554054054054,0.6391751906893992,63.49444137847862,67.11200000000001,4.273999999999999,0.14499999999999996,0.11999999999999994,0.004000000000000115
1,1960,2.5900888888888898,0.26802222222222255,1.2925069826583242,116.00396567238457,0.04099999999999682,1.1600000000000001,0.05400000000000005,0.06099999999999994,0.0040000000000000036
2,1970,1.7888883355169891,2.3215073099174868,0.6409769462856743,62.60522808549204,13.407000000000005,2.4726,0.0626,0.02900000000000008,0.00859999999999998
3,1980,6.0868555121405326,5.922574743109541,0.9469967681910602,102.81698520177481,0.06239999999999668,6.201400000000001,0.16379999999999997,0.014599999999999969,0.015600000000000025
4,1990,0.7431795804265828,0.8302404159950263,1.2157736622265929,107.13481519728555,0.12575000000000713,1.041,0.04600000000000004,0.020250000000000032,0.08449999999999996
5,2000,0.3216220856685158,0.5483609939702787,0.6350810696430826,63.89723068990203,0.12800000000001077,0.4727499999999991,0.0072500000000000064,0.04725000000000003,0.016750000000000008
