start,duration,confidence,loudness_start,loudness_max_time,loudness_max,loudness_end,pitches,timbre
50.95746,0.09125,0.249,-20.31,0.02865,-14.807,0.0,"[0.817, 0.531, 0.336, 0.368, 0.792, 0.802, 0.408, 0.354, 0.036, 0.037, 0.295, 1.0]","[42.442, -7.449, -16.436, -2.419, 61.246, -43.514, -30.09, -5.661, 26.985, 16.573, -3.422, 13.625]"
51.04871,0.28671,0.632,-20.244,0.04294,-12.935,0.0,"[0.592, 0.082, 0.129, 0.091, 0.776, 1.0, 0.165, 0.237, 0.236, 0.114, 0.055, 0.6]","[41.521, -9.268, -56.724, 76.997, 61.675, 11.31, -22.233, -17.592, 44.019, 20.014, -71.141, 26.42]"
51.33542,0.28304,1.0,-36.933,0.03543,-9.117,0.0,"[0.547, 0.262, 0.182, 0.762, 0.413, 0.184, 0.263, 0.659, 1.0, 0.089, 0.225, 0.519]","[42.951, 9.788, -40.101, 38.69, 37.074, 51.435, 17.113, 18.592, 3.378, 23.653, -1.478, -3.163]"
51.61846,0.11664,0.78,-28.785,0.03832,-18.545,0.0,"[1.0, 0.492, 0.379, 0.329, 0.407, 0.423, 0.211, 0.212, 0.238, 0.167, 0.272, 0.634]","[35.7, 0.322, -74.768, 16.51, 13.795, 12.44, -16.183, -4.971, -30.405, 19.762, -25.785, 8.531]"
51.7351,0.16195,1.0,-31.885,0.04639,-13.511,0.0,"[0.305, 0.382, 0.193, 0.118, 0.536, 0.809, 0.374, 0.364, 0.626, 1.0, 0.943, 0.343]","[42.014, -17.501, -6.711, -14.765, 34.816, 43.456, 6.883, -22.933, -25.452, 36.703, 11.718, -23.129]"
51.89705,0.15633,0.415,-20.585,0.01878,-12.605,0.0,"[0.573, 0.293, 0.108, 0.127, 0.362, 0.361, 0.678, 0.669, 0.944, 1.0, 0.821, 0.117]","[39.135, 91.009, -126.035, 58.937, 4.205, -44.83, -21.772, 38.36, 16.945, -32.376, -8.172, -7.508]"
52.05338,0.38345,0.995,-31.97,0.06998,-17.088,0.0,"[1.0, 0.729, 0.745, 0.351, 0.242, 0.228, 0.314, 0.594, 0.306, 0.367, 0.341, 0.667]","[34.463, 69.699, -31.343, 52.673, 66.691, 31.14, -66.271, 44.984, -6.444, 38.555, -43.662, -35.303]"
52.43683,0.50476,1.0,-40.891,0.03004,-5.673,0.0,"[0.342, 0.202, 0.186, 0.286, 0.303, 0.235, 0.342, 0.796, 1.0, 0.673, 0.708, 0.527]","[36.599, 121.951, -76.53, 252.228, 17.281, 65.929, -10.334, 65.278, 3.777, 31.259, 19.286, -0.168]"
52.94159,0.55138,1.0,-49.248,0.08109,-13.111,0.0,"[0.37, 0.472, 0.454, 0.218, 0.317, 0.626, 1.0, 0.925, 0.664, 0.466, 0.652, 0.631]","[24.037, 10.676, -32.084, -72.999, 28.914, 142.505, -9.557, 51.02, -12.45, 39.412, -101.661, 2.456]"
53.49297,0.18009,1.0,-47.853,0.07212,-10.963,0.0,"[1.0, 0.991, 0.596, 0.648, 0.474, 0.339, 0.451, 0.434, 0.678, 0.689, 0.874, 0.326]","[31.86, 99.08, 12.614, -176.51, 12.075, 120.532, 9.625, 13.578, -19.586, 52.231, -68.196, 28.001]"
53.67306,0.11542,0.51,-27.254,0.03752,-19.72,0.0,"[1.0, 0.369, 0.124, 0.208, 0.226, 0.159, 0.302, 0.388, 0.119, 0.116, 0.296, 0.443]","[36.687, -56.365, -63.167, -40.924, -4.533, -6.282, -16.177, -4.685, 9.032, 21.522, -10.315, 19.43]"
53.78848,0.2624,0.779,-25.407,0.06614,-16.956,0.0,"[1.0, 0.124, 0.081, 0.072, 0.128, 0.147, 0.387, 0.661, 0.096, 0.061, 0.044, 0.564]","[38.109, -47.662, -64.411, 3.358, 30.155, 11.338, 6.89, -5.107, -7.811, -15.377, -30.091, 3.955]"
54.05088,0.25043,1.0,-31.35,0.04621,-9.748,0.0,"[0.572, 0.365, 0.319, 0.214, 0.332, 0.647, 0.13, 0.323, 0.333, 0.636, 0.944, 1.0]","[41.131, 10.929, -82.722, 101.397, -9.32, 30.885, -46.677, -7.063, -11.685, 15.669, -68.364, -14.02]"
54.30132,0.29569,1.0,-35.72,0.0714,-13.865,0.0,"[0.079, 0.126, 0.205, 0.101, 0.267, 0.82, 0.153, 0.195, 0.187, 0.799, 1.0, 0.207]","[33.949, 151.259, -118.821, -20.486, 36.55, 47.945, -14.735, -124.656, -14.546, -4.626, -112.485, 13.564]"
54.59701,0.3176,1.0,-37.655,0.05588,-10.14,0.0,"[0.214, 0.265, 0.276, 0.25, 0.355, 0.492, 0.166, 0.196, 0.137, 0.766, 1.0, 0.345]","[37.948, 75.993, -117.393, 53.622, 11.645, 67.684, -20.44, -34.197, -28.207, 42.136, -78.647, 26.559]"
54.9146,0.14186,0.317,-37.783,0.01975,-31.503,0.0,"[1.0, 0.775, 0.64, 0.607, 0.414, 0.478, 0.438, 0.407, 0.634, 0.848, 0.602, 0.412]","[22.245, 116.453, -35.957, 65.018, 35.662, -44.886, 3.076, -24.466, 10.326, -10.715, -16.165, 21.288]"
55.05646,0.09456,1.0,-46.953,0.01785,-17.216,0.0,"[0.119, 0.222, 0.359, 0.645, 0.941, 1.0, 0.484, 0.414, 0.969, 0.417, 0.168, 0.107]","[36.746, 4.342, -45.385, 37.863, 51.381, -31.884, 8.701, 0.713, -34.603, 20.063, 23.592, 15.936]"
55.15102,0.26422,1.0,-27.654,0.03865,-10.474,0.0,"[0.623, 0.579, 0.928, 0.295, 0.488, 0.752, 0.581, 0.733, 0.224, 0.111, 0.251, 1.0]","[42.828, 18.941, -15.176, 5.853, 13.15, 47.353, 21.177, 2.052, 3.491, 6.248, 25.205, -2.347]"
55.41524,0.2722,0.474,-22.824,0.01176,-16.2,0.0,"[0.158, 0.285, 0.317, 0.572, 0.383, 0.834, 0.726, 1.0, 0.149, 0.07, 0.082, 0.112]","[36.219, -8.36, -53.544, 141.479, 42.106, -25.954, -35.262, 5.898, 20.871, 7.135, -89.318, 28.051]"
55.68744,0.27333,1.0,-42.699,0.05264,-7.931,0.0,"[0.659, 0.457, 0.516, 1.0, 0.85, 0.396, 0.355, 0.479, 0.233, 0.243, 0.488, 0.858]","[41.162, 54.526, -38.802, 60.096, 60.796, 77.169, 6.092, 76.259, 4.553, 28.35, -30.609, -1.699]"
55.96077,0.13918,1.0,-38.037,0.04537,-21.711,0.0,"[0.287, 0.381, 0.482, 0.69, 0.878, 1.0, 0.548, 0.386, 0.23, 0.235, 0.12, 0.091]","[31.836, 66.556, -59.615, 37.645, 25.396, 23.069, -7.326, 28.835, -41.423, 40.429, -31.079, -9.344]"
56.09995,0.14426,1.0,-39.933,0.02505,-10.299,0.0,"[0.4, 0.336, 0.377, 0.307, 0.291, 0.344, 0.511, 1.0, 0.664, 0.366, 0.288, 0.369]","[44.798, 76.125, 107.779, 58.232, 50.976, 17.522, -10.471, -14.382, -13.215, 47.033, 20.587, -15.756]"
56.24422,0.5463,0.44,-18.793,0.04239,-12.297,0.0,"[0.555, 0.44, 0.408, 0.328, 0.728, 0.779, 0.527, 0.834, 1.0, 0.748, 0.506, 0.454]","[42.881, 67.974, 38.776, 18.88, 13.92, -17.33, 3.304, -12.937, -12.011, -25.703, 2.222, -2.447]"
56.79052,0.52961,0.979,-20.416,0.05854,-7.788,0.0,"[0.145, 0.061, 0.104, 0.459, 0.085, 0.087, 0.094, 0.165, 1.0, 0.157, 0.161, 0.1]","[44.199, 8.625, -0.328, 43.794, 9.781, 18.233, -19.399, -11.526, 2.252, -23.555, -12.851, 4.04]"
57.32014,0.59964,0.748,-21.302,0.06881,-12.26,0.0,"[0.634, 0.203, 0.218, 0.246, 0.547, 1.0, 0.213, 0.267, 0.549, 0.483, 0.426, 0.368]","[33.332, -10.861, -79.58, 134.678, 3.242, 23.219, -61.904, 95.591, -2.471, -30.341, -122.397, 6.939]"
57.91977,0.26921,1.0,-57.427,0.01533,-10.71,0.0,"[0.815, 0.15, 0.203, 0.241, 0.357, 1.0, 0.088, 0.123, 0.223, 0.238, 0.069, 0.59]","[38.419, 6.202, -143.537, 137.16, -14.482, -61.866, -52.993, -31.867, 10.271, -23.255, -76.061, 29.323]"
58.18898,0.26177,0.237,-43.885,0.0108,-34.795,0.0,"[0.765, 1.0, 0.259, 0.159, 0.059, 0.088, 0.116, 0.13, 0.099, 0.155, 0.094, 0.401]","[15.194, 173.308, -105.62, 129.612, 16.097, -73.437, -22.673, -18.702, -0.6, -35.829, -40.295, -2.781]"
58.45075,0.54127,1.0,-58.036,0.019,-12.674,0.0,"[0.624, 0.155, 0.192, 0.195, 0.503, 1.0, 0.268, 0.322, 0.402, 0.352, 0.239, 0.37]","[31.145, 39.919, -163.896, 233.815, 0.5, -17.111, -44.389, 52.411, 13.769, 8.28, -18.977, 14.941]"
58.99202,0.29841,1.0,-58.376,0.03338,-9.977,0.0,"[0.9, 0.679, 0.368, 0.623, 0.716, 0.368, 0.378, 0.535, 0.267, 0.183, 0.202, 1.0]","[32.886, 93.312, -150.757, 183.108, 11.463, 148.156, -15.433, 83.869, 6.658, 29.969, 55.588, 6.311]"
59.29043,0.14857,1.0,-54.978,0.02264,-36.609,0.0,"[1.0, 0.901, 0.405, 0.402, 0.308, 0.37, 0.351, 0.312, 0.312, 0.33, 0.469, 0.15]","[16.989, 170.251, -44.259, 84.256, 32.404, -49.529, -44.005, -45.358, -10.939, 21.684, -41.95, 2.692]"
59.439,0.09415,1.0,-52.144,0.03913,-26.543,0.0,"[1.0, 0.872, 0.274, 0.332, 0.34, 0.296, 0.217, 0.312, 0.508, 0.407, 0.391, 0.52]","[28.552, -112.598, -70.454, -16.878, 4.449, 32.426, 8.037, -35.487, -6.5, 63.418, 51.122, 3.212]"
59.53315,0.2502,1.0,-33.16,0.02412,-12.491,0.0,"[0.919, 0.221, 0.112, 0.162, 0.946, 1.0, 0.097, 0.174, 0.316, 0.134, 0.057, 0.95]","[35.925, -12.431, -163.131, 127.483, 5.548, 22.782, -13.272, -26.557, 28.779, -33.884, -7.56, 14.695]"
59.78336,0.31093,1.0,-40.344,0.05696,-24.005,0.0,"[0.765, 0.112, 0.189, 0.102, 0.796, 1.0, 0.076, 0.066, 0.299, 0.147, 0.055, 0.691]","[24.282, -143.836, -125.409, -43.242, 30.619, 30.346, 3.41, 2.746, 8.395, -22.977, -62.476, 10.413]"
60.09429,0.27392,1.0,-44.7,0.01214,-10.012,0.0,"[0.341, 0.169, 0.243, 0.675, 0.222, 0.176, 0.078, 0.893, 1.0, 0.06, 0.069, 0.339]","[38.431, 29.213, -146.403, 143.231, -15.236, -53.887, -49.096, -9.092, 2.539, -20.118, -59.546, 23.635]"
60.36821,0.12789,1.0,-43.313,0.01672,-25.207,0.0,"[1.0, 0.572, 0.488, 0.396, 0.579, 0.75, 0.16, 0.157, 0.464, 0.331, 0.274, 0.612]","[29.717, -43.231, -155.606, -3.134, 30.003, -56.078, -25.762, -44.635, 19.731, 7.652, -0.144, 15.961]"
60.4961,0.15279,0.894,-37.899,0.01046,-22.709,0.0,"[0.209, 0.199, 0.091, 0.056, 0.253, 0.385, 0.208, 0.227, 0.675, 0.956, 1.0, 0.033]","[33.305, -110.115, -64.666, -5.217, -16.657, -70.072, -18.587, -14.151, 4.836, 4.088, -0.936, 20.736]"
60.64889,0.25873,1.0,-33.132,0.0077,-12.669,0.0,"[1.0, 0.72, 0.333, 0.668, 0.844, 0.81, 0.331, 0.36, 0.32, 0.71, 0.336, 0.846]","[32.338, 52.482, -172.007, 191.676, -25.898, -90.761, -67.247, 13.934, 12.361, -24.562, -84.814, 15.181]"
60.90762,0.27234,0.981,-50.606,0.02835,-36.492,0.0,"[0.967, 1.0, 0.289, 0.195, 0.144, 0.337, 0.194, 0.162, 0.165, 0.701, 0.463, 0.329]","[13.766, 158.651, -109.912, 100.888, 24.338, 25.799, -30.09, -22.294, -5.177, -23.163, -3.156, -4.354]"
61.17995,0.23755,1.0,-58.721,0.02175,-10.17,0.0,"[0.784, 0.525, 0.236, 0.321, 0.381, 0.374, 0.081, 0.383, 0.371, 0.117, 0.196, 1.0]","[35.788, 101.89, -130.128, 144.083, -4.946, 80.929, -23.525, 82.315, -3.491, 32.327, 52.482, 7.46]"
61.41751,0.25406,0.788,-44.904,0.06918,-36.279,0.0,"[1.0, 0.628, 0.397, 0.34, 0.448, 0.457, 0.119, 0.242, 0.439, 0.258, 0.406, 0.565]","[18.23, 4.816, 44.739, -15.008, 78.768, -7.47, 26.514, -0.883, -8.124, -28.664, -40.281, 16.048]"
61.67156,0.34862,1.0,-44.29,0.08797,-11.078,0.0,"[0.982, 0.497, 0.398, 0.365, 0.628, 1.0, 0.148, 0.227, 0.428, 0.139, 0.183, 0.872]","[24.528, -69.294, -0.241, -125.585, 50.334, 58.766, 15.915, 8.793, -10.848, 1.884, -93.808, 30.32]"
62.02018,0.25633,0.701,-40.909,0.01714,-31.365,0.0,"[0.516, 1.0, 0.147, 0.169, 0.202, 0.321, 0.198, 0.086, 0.173, 0.201, 0.739, 0.264]","[23.825, 2.834, -19.085, 55.248, 94.038, -58.037, 0.352, -81.951, -0.823, 12.043, -16.127, -1.18]"
62.27651,0.27719,1.0,-40.932,0.02777,-10.077,0.0,"[0.804, 0.258, 0.156, 0.323, 0.446, 1.0, 0.115, 0.15, 0.207, 0.119, 0.17, 0.884]","[38.908, -6.32, -141.667, 122.912, -3.556, 27.945, -26.615, -18.612, 13.839, -26.716, 4.55, 5.94]"
62.5537,0.19805,0.666,-38.955,0.03056,-30.754,0.0,"[0.642, 1.0, 0.29, 0.65, 0.324, 0.433, 0.422, 0.399, 0.353, 0.139, 0.602, 0.526]","[25.759, 30.411, -24.25, 22.507, 67.905, -30.315, -9.925, -98.412, -9.615, -11.16, -14.72, -25.68]"
62.75175,0.36032,1.0,-37.836,0.08456,-12.459,0.0,"[0.779, 0.333, 0.249, 0.307, 0.319, 1.0, 0.153, 0.21, 0.178, 0.128, 0.141, 0.622]","[27.903, -83.542, 31.535, -70.528, 35.605, 14.261, -9.614, 20.39, -5.881, -14.545, -63.412, -3.169]"
63.11206,0.12195,0.441,-34.646,0.00895,-30.264,0.0,"[1.0, 0.308, 0.193, 0.213, 0.395, 0.424, 0.247, 0.397, 0.261, 0.173, 0.373, 0.697]","[25.776, -4.633, 5.498, 21.541, 24.239, -56.948, -13.155, -49.84, -30.61, -3.598, -12.312, 11.513]"
63.23401,0.09202,0.566,-37.727,0.03156,-31.231,0.0,"[0.9, 0.193, 0.179, 0.191, 0.183, 0.47, 0.125, 0.302, 0.241, 0.164, 1.0, 0.485]","[26.289, -71.264, 86.433, 4.212, 22.735, -5.959, -12.708, 2.237, -34.733, -19.487, 18.378, -7.433]"
63.32603,0.33088,1.0,-34.218,0.0675,-9.883,0.0,"[0.816, 0.494, 0.469, 0.858, 0.567, 0.479, 0.392, 0.658, 0.307, 0.256, 0.499, 1.0]","[34.507, 1.495, 32.453, -13.09, 20.779, 85.913, 11.172, 40.408, -7.825, -63.23, -45.401, 16.535]"
63.65692,0.11755,0.557,-33.909,0.01432,-26.871,0.0,"[1.0, 0.134, 0.175, 0.183, 0.27, 0.287, 0.107, 0.186, 0.491, 0.216, 0.45, 0.79]","[29.478, 34.175, 13.007, 29.246, 52.253, -47.669, -8.461, -62.16, -32.428, 3.461, -7.131, 17.542]"
63.77447,0.1156,0.989,-33.799,0.0473,-18.588,0.0,"[1.0, 0.962, 0.337, 0.41, 0.546, 0.442, 0.43, 0.498, 0.764, 0.761, 0.705, 0.322]","[33.703, -47.948, -4.951, -24.809, -13.643, 56.192, 0.585, -5.346, -2.657, -12.245, -29.239, 0.093]"
63.89007,0.29615,1.0,-29.66,0.03727,-13.003,0.0,"[0.94, 0.295, 0.118, 0.161, 0.482, 0.894, 0.061, 0.16, 0.319, 0.094, 0.096, 1.0]","[38.501, 1.179, -66.063, 38.67, -7.677, 36.26, 17.644, -23.435, 10.197, -24.625, 12.031, 7.201]"
64.18621,0.09252,0.603,-29.753,0.02287,-20.543,0.0,"[1.0, 0.626, 0.633, 0.554, 0.6, 0.682, 0.133, 0.143, 0.139, 0.13, 0.623, 0.253]","[35.637, -71.193, -40.031, -8.725, -14.981, -40.39, -15.668, -12.617, -9.09, 13.085, 18.924, 17.117]"
64.27873,0.15628,0.412,-26.368,0.07155,-22.117,0.0,"[0.732, 0.212, 0.299, 0.24, 0.739, 1.0, 0.138, 0.159, 0.489, 0.27, 0.096, 0.538]","[35.762, -82.012, 3.003, -45.305, -7.47, -21.947, 8.87, 29.584, -8.816, -23.806, 0.738, 32.539]"
64.43501,0.238,1.0,-25.362,0.041,-9.838,0.0,"[0.661, 0.295, 0.4, 1.0, 0.453, 0.179, 0.228, 0.606, 0.677, 0.214, 0.372, 0.674]","[42.261, 19.108, -26.278, 9.343, -2.913, 46.31, 22.458, -3.343, -4.664, -37.219, 5.682, 11.483]"
64.67302,0.3424,0.477,-23.327,0.12484,-16.871,0.0,"[0.727, 0.502, 0.601, 0.502, 1.0, 0.716, 0.376, 0.259, 0.385, 0.513, 0.49, 0.844]","[39.969, -42.418, 33.034, -39.303, -3.714, -16.125, 18.37, 5.894, -16.547, -9.429, 0.275, 5.897]"
65.01542,0.12222,0.637,-19.242,0.00439,-12.084,0.0,"[0.665, 0.317, 0.162, 0.196, 0.486, 0.455, 0.657, 0.665, 0.947, 0.981, 1.0, 0.131]","[44.18, 31.409, -7.149, 0.264, -15.664, -67.772, 12.833, -33.215, -14.779, 10.07, -18.238, -4.837]"
65.13764,0.17546,0.141,-18.132,0.02417,-15.207,0.0,"[1.0, 0.16, 0.163, 0.203, 0.411, 0.664, 0.07, 0.144, 0.315, 0.258, 0.68, 0.574]","[43.693, 37.154, 43.096, -12.652, 10.177, -41.432, -3.129, -0.504, 2.603, 8.096, 8.019, 7.157]"
65.31311,0.18517,0.169,-16.385,0.1118,-13.866,0.0,"[1.0, 0.175, 0.272, 0.371, 0.392, 0.714, 0.062, 0.146, 0.253, 0.146, 0.493, 0.703]","[45.3, 53.389, 44.304, -15.67, 5.762, -28.847, -0.504, -17.041, 8.648, 5.311, -0.28, 6.466]"
65.49828,0.40023,0.471,-15.143,0.07051,-9.411,0.0,"[0.773, 0.399, 0.415, 0.674, 0.68, 0.397, 0.293, 0.767, 1.0, 0.706, 0.881, 0.912]","[46.751, 29.907, 60.276, -23.044, 12.742, -27.997, 8.507, -16.792, 4.548, -6.303, 1.809, -8.007]"
65.8985,0.1039,0.034,-14.29,0.06787,-12.165,0.0,"[0.937, 0.35, 0.191, 0.392, 0.424, 0.64, 0.456, 0.521, 1.0, 0.784, 0.923, 0.333]","[47.177, 34.754, 53.631, -28.932, 7.284, -27.183, -24.175, -1.334, -1.094, -8.204, 4.847, -13.144]"
66.0024,0.52853,0.249,-12.633,0.08431,-8.438,0.0,"[0.772, 0.342, 0.317, 0.34, 0.601, 1.0, 0.326, 0.458, 0.776, 0.626, 0.602, 0.849]","[46.505, 73.67, 17.209, 39.681, -10.221, -12.717, -23.199, 30.69, -5.933, -0.906, -37.435, 9.183]"
66.53093,0.24939,1.0,-38.379,0.13768,-8.392,0.0,"[0.708, 0.715, 0.868, 0.972, 1.0, 0.672, 0.369, 0.28, 0.177, 0.3, 0.307, 0.777]","[46.064, 121.188, 40.289, -12.704, 15.63, 84.218, -26.902, 11.366, -27.059, 37.146, 39.832, -4.51]"
66.78032,0.15107,0.497,-16.502,0.05929,-10.589,0.0,"[0.53, 0.161, 0.242, 0.208, 0.725, 1.0, 0.338, 0.228, 0.307, 0.197, 0.075, 0.442]","[46.018, 105.571, 0.974, -37.49, -15.336, -4.06, -48.469, -3.015, 11.529, 13.92, -21.709, 9.123]"
66.93138,0.13365,0.543,-17.049,0.03559,-9.921,0.0,"[0.205, 0.061, 0.08, 0.119, 1.0, 0.225, 0.098, 0.069, 0.124, 0.067, 0.106, 0.406]","[46.629, 108.961, 76.42, 37.787, 45.93, -5.101, 14.265, -0.297, 11.294, 7.63, -6.261, -6.226]"
67.06503,0.12181,0.339,-18.513,0.02943,-10.996,0.0,"[0.578, 0.222, 0.252, 0.261, 0.393, 1.0, 0.272, 0.2, 0.124, 0.229, 0.104, 0.264]","[43.333, 98.861, 72.244, 120.808, 27.344, -41.222, -13.769, -11.388, -7.752, 13.406, -35.53, -13.17]"
67.18685,0.15669,1.0,-26.865,0.02792,-8.323,0.0,"[0.727, 0.208, 0.093, 0.091, 0.221, 0.326, 0.478, 0.489, 1.0, 0.878, 0.78, 0.215]","[49.156, 82.501, 15.268, -2.428, -14.508, 4.696, -8.207, 0.792, -3.123, 39.937, 15.086, -11.222]"
67.34354,0.25556,0.212,-14.444,0.02958,-9.421,0.0,"[0.691, 0.352, 0.387, 0.532, 0.467, 0.527, 0.363, 0.459, 1.0, 0.399, 0.436, 0.528]","[48.235, 114.2, 50.276, 33.998, 3.146, -35.076, 0.04, 31.79, 5.711, -3.782, -18.941, 13.856]"
67.59909,0.14476,0.705,-18.113,0.02039,-10.127,0.0,"[0.533, 0.1, 0.106, 0.161, 1.0, 0.62, 0.252, 0.215, 0.239, 0.143, 0.111, 0.725]","[47.665, 130.558, 129.728, 25.962, 57.793, -17.234, 0.291, 26.715, -0.387, 16.887, 12.768, 16.61]"
67.74385,0.13356,0.213,-14.04,0.01752,-9.528,0.0,"[0.814, 0.505, 0.208, 0.207, 0.319, 0.32, 0.599, 0.6, 0.944, 0.954, 1.0, 0.143]","[45.973, 63.374, -25.487, 36.581, 9.032, -64.528, 17.073, 16.078, 16.191, 0.186, -17.527, 23.955]"
67.87741,0.11107,0.568,-20.873,0.04897,-14.573,0.0,"[0.225, 0.239, 0.199, 0.375, 1.0, 0.644, 0.469, 0.494, 0.487, 0.352, 0.178, 0.244]","[44.355, 160.251, 60.294, -23.374, 8.158, -5.678, -38.543, -11.674, 30.703, 5.382, -5.767, -8.317]"
67.98848,0.14422,0.275,-16.359,0.00862,-12.301,0.0,"[0.505, 0.083, 0.067, 0.158, 0.633, 1.0, 0.3, 0.068, 0.038, 0.027, 0.07, 0.78]","[44.453, 34.24, 30.759, 46.97, 50.682, -47.24, -8.053, 5.556, 19.095, 9.334, -17.494, 30.113]"
68.1327,0.11388,0.825,-20.687,0.04038,-11.024,0.0,"[0.245, 0.426, 0.352, 0.446, 1.0, 0.553, 0.226, 0.195, 0.266, 0.254, 0.289, 0.338]","[45.582, 62.296, 18.123, 19.476, 49.172, 7.353, 7.441, 16.96, -10.591, -20.626, -20.611, 51.149]"
68.24658,0.26562,0.819,-19.915,0.02976,-7.908,0.0,"[0.887, 0.473, 0.334, 0.259, 0.415, 0.292, 0.163, 0.223, 0.252, 0.183, 0.23, 1.0]","[47.374, 83.719, -1.174, 69.543, -35.529, 21.85, 15.447, 2.714, -16.816, 22.502, -39.363, 22.434]"
68.5122,0.2654,1.0,-27.459,0.14786,-8.943,0.0,"[0.922, 0.117, 0.191, 0.184, 0.621, 1.0, 0.185, 0.284, 0.287, 0.214, 0.162, 0.777]","[46.005, 123.566, 3.391, -83.341, 28.133, 66.187, 14.355, -24.133, -26.355, 14.531, -7.621, 3.141]"
68.7776,0.20304,0.574,-15.001,0.06328,-7.653,0.0,"[0.545, 0.421, 0.681, 1.0, 0.457, 0.427, 0.448, 0.631, 0.67, 0.258, 0.451, 0.738]","[48.662, 65.539, 55.809, 12.043, -9.27, -15.506, 29.957, 30.985, -7.081, 11.759, -16.032, 27.145]"
68.98063,0.21569,0.477,-14.87,0.01902,-8.741,0.0,"[0.64, 0.434, 0.455, 0.567, 0.539, 0.543, 0.732, 0.705, 0.962, 0.321, 0.398, 1.0]","[47.933, 74.789, 55.712, 49.754, -11.067, -25.701, 22.216, -7.003, -5.494, 22.008, -35.036, 19.408]"
69.19633,0.29959,0.793,-21.66,0.11354,-8.414,0.0,"[0.486, 0.646, 0.625, 0.564, 1.0, 0.978, 0.408, 0.47, 0.284, 0.729, 0.911, 0.724]","[47.348, 74.716, 37.409, 13.085, -0.415, 5.183, 25.808, 22.9, 2.092, 23.832, -23.627, 29.134]"
69.49592,0.12939,0.536,-24.075,0.02739,-15.212,0.0,"[1.0, 0.301, 0.223, 0.15, 0.173, 0.185, 0.409, 0.342, 0.407, 0.405, 0.334, 0.873]","[42.28, 43.97, 20.611, -2.193, 29.011, -36.782, -16.913, -5.865, -5.099, -0.199, 8.366, -10.163]"
69.62531,0.29578,0.359,-19.111,0.08812,-14.484,0.0,"[0.171, 0.148, 0.153, 0.199, 0.267, 0.306, 0.224, 0.589, 1.0, 0.405, 0.213, 0.142]","[42.566, 109.187, 23.777, 4.612, -14.294, -16.465, -27.298, 17.704, 1.953, -13.612, -28.825, -3.689]"
69.92109,0.42331,1.0,-24.024,0.01991,-8.503,0.0,"[0.294, 0.201, 0.197, 0.216, 0.344, 0.318, 0.32, 0.915, 1.0, 0.663, 0.585, 0.374]","[42.977, 125.705, -39.353, 79.173, -39.762, -35.119, -47.353, 54.136, -9.687, -6.736, 25.858, -1.173]"
70.3444,0.09914,0.545,-28.13,0.02319,-20.995,0.0,"[1.0, 0.546, 0.299, 0.328, 0.381, 0.561, 0.688, 0.673, 0.525, 0.453, 0.184, 0.868]","[33.902, 104.768, 7.068, 49.129, -0.41, -45.209, -53.857, 17.327, 3.531, 10.746, -8.514, 2.136]"
70.44354,0.20317,1.0,-32.509,0.05332,-9.099,0.0,"[1.0, 0.511, 0.473, 0.316, 0.678, 0.984, 0.262, 0.277, 0.418, 0.171, 0.156, 0.987]","[42.805, 120.911, -34.618, -68.142, 12.864, 80.997, -6.431, -0.327, -30.226, 81.92, -9.755, 3.619]"
70.64671,0.19134,0.67,-18.759,0.04136,-10.251,0.0,"[0.19, 0.193, 0.277, 0.241, 1.0, 0.456, 0.187, 0.14, 0.109, 0.102, 0.157, 0.287]","[44.484, 125.114, -5.078, 47.177, -19.323, 3.715, -50.939, -8.597, -2.756, 0.228, -30.692, -23.44]"
70.83805,0.13955,0.303,-27.745,0.01332,-17.139,0.0,"[0.839, 0.616, 0.723, 0.693, 0.599, 0.751, 0.479, 0.563, 0.326, 0.351, 0.292, 1.0]","[39.545, 75.51, 109.176, 35.772, 38.489, -48.548, -12.645, 11.718, 7.137, 18.202, -17.142, -6.434]"
70.9776,0.19143,1.0,-25.558,0.06507,-6.884,0.0,"[0.819, 0.575, 0.577, 0.816, 0.687, 0.685, 0.272, 0.313, 0.3, 0.347, 0.292, 1.0]","[45.412, 62.53, 21.881, 10.968, -18.577, 70.7, 21.504, 32.745, -10.997, 20.522, -4.672, 3.152]"
71.16902,0.2381,0.774,-20.156,0.03101,-10.795,0.0,"[0.658, 0.669, 0.795, 0.888, 0.919, 1.0, 0.361, 0.362, 0.262, 0.406, 0.244, 0.814]","[43.073, 105.638, -10.744, 83.867, -16.853, -3.623, -16.506, 3.577, -13.478, -15.901, -23.31, -28.273]"
71.40712,0.09288,1.0,-32.476,0.04493,-10.953,0.0,"[0.371, 0.458, 0.077, 0.073, 0.131, 0.166, 1.0, 0.241, 0.311, 0.278, 0.819, 0.205]","[47.118, 194.246, 81.17, 16.542, 33.063, -9.86, -39.018, 1.584, -27.155, 1.367, 2.867, -16.891]"
71.5,0.22073,0.349,-14.081,0.07431,-8.23,0.0,"[0.868, 0.415, 0.525, 0.515, 0.772, 0.736, 0.268, 0.365, 0.394, 0.195, 0.233, 1.0]","[46.123, 162.292, 13.797, 36.3, 1.648, -8.086, -39.051, -29.636, -48.932, -0.211, -41.906, 2.842]"
